Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,BioProject,GenBank_Title
OR855756,Monkeypox virus,SRR26937649,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/13-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-07-05,SAMN38395330,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/13-2023, complete genome"
OR855757,Monkeypox virus,SRR26937648,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/14-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-07-05,SAMN38395331,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/14-2023, complete genome"
OR855758,Monkeypox virus,SRR26937647,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/15-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-07-05,SAMN38395332,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/15-2023, complete genome"
OR855759,Monkeypox virus,SRR26937646,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/16-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-09-15,SAMN38395333,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/16-2023, complete genome"
OR855760,Monkeypox virus,SRR26937645,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/17-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-07-12,SAMN38395334,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/17-2023, complete genome"
OR855761,Monkeypox virus,SRR26937644,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/18-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-09-15,SAMN38395335,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/18-2023, complete genome"
OR855762,Monkeypox virus,SRR26937643,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/19-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197189,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-07-12,SAMN38395336,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/19-2023, complete genome"
OR855763,Monkeypox virus,SRR26937642,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/20-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197189,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-09-15,SAMN38395337,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/20-2023, complete genome"
OR855764,Monkeypox virus,SRR26937640,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/21-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197189,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-09-15,SAMN38395338,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/21-2023, complete genome"
OR855765,Monkeypox virus,SRR26937639,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/22-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197195,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-08-03,SAMN38395339,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/22-2023, complete genome"
OR855766,Monkeypox virus,SRR26937638,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S.E., Sim,G., Lee,J.H., Shin,H., Choi,C.-H.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-12-04,MPXV-ROK-P53/23-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197200,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,skin,2023-08-28,SAMN38395340,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P53/23-2023, complete genome"
OP235282,Monkeypox virus,,"Stewart,A., Schlebusch,S., Vlack,S., McMahon,J., Sullivan,M., Pyke,A., Hajkowicz,K., Sullivan,M.J., Hewitson,G., Moore,P., Nicolosi,C., Sultana,I., Galsote,H., Arikkatt,J., Moore,F.","Queensland Health, Forensic and Scientific Services",Australia,2023-11-15,QLDMX00001,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,1,Australia,Australia,,Homo sapiens,,2022,,,"Monkeypox virus isolate QLDMX00001, complete genome"
OR766778,Monkeypox virus,SRR26661253,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-100046/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197207,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084173,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-100046/2023, complete genome"
OR766781,Monkeypox virus,SRR26661249,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-107260/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197201,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084176,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-107260/2023, complete genome"
OR766782,Monkeypox virus,SRR26661248,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-109228/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197186,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084177,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-109228/2023, complete genome"
OR766783,Monkeypox virus,SRR26661247,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-102329/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197185,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084178,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-102329/2023, complete genome"
OR766785,Monkeypox virus,SRR26661245,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-101148/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197188,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084180,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-101148/2023, complete genome"
OR766786,Monkeypox virus,SRR26661244,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-100335/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197197,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084181,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-100335/2023, complete genome"
OR766787,Monkeypox virus,SRR26661243,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-106488/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197197,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084182,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-106488/2023, complete genome"
OR766788,Monkeypox virus,SRR26661251,"Sereewit,J., Nunley,E.B., Xie,H., Roychoudhury,P., Greninger,A.L.","University of Washington Dept. Laboratory Medicine and Pathology, Virology Division",USA,2023-11-13,MpxV/human/USA/WA-UW-109028/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197188,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-10,SAMN38084183,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-109028/2023, complete genome"
OR665162,Monkeypox virus,SRR26344739,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2023-10-18,MpxV/human/USA/WA-UW-097833/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197179,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-09,SAMN37756265,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-097833/2023, complete genome"
OR665163,Monkeypox virus,SRR26344738,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2023-10-18,MpxV/human/USA/WA-UW-097798/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197194,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-09,SAMN37756266,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-097798/2023, complete genome"
OR665165,Monkeypox virus,SRR26344736,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2023-10-18,MpxV/human/USA/WA-UW-097301/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-09,SAMN37756268,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-097301/2023, complete genome"
OR665166,Monkeypox virus,SRR26344735,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2023-10-18,MpxV/human/USA/WA-UW-092809/2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197189,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2023-09,SAMN37756269,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-092809/2023, complete genome"
OR601038,Monkeypox virus,SRR25617141,"Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine",USA,2023-10-03,MpxV/human/USA/WA-UW-119649/2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,194542,GenBank,complete,,,,USA: WA,USA,WA,Homo sapiens,,2022-11,SAMN36948263,PRJNA862948,"Monkeypox virus isolate MpxV/human/USA/WA-UW-119649/2022, complete genome"
OR459775,Monkeypox virus,SRR25627347,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P002-2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,oronasopharynx,2022-09-02,SAMN36971841,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P002-2022, complete genome"
OR459776,Monkeypox virus,SRR25627346,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P003-2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197170,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,,2022-11-15,SAMN36971842,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P003-2022, complete genome"
OR459777,Monkeypox virus,SRR25627335,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P004-2022,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197175,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2022-11-22,SAMN36971843,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P004-2022, complete genome"
OR459778,Monkeypox virus,SRR25627324,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P005-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-03-13,SAMN36971844,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P005-2023, complete genome"
OR459779,Monkeypox virus,SRR25627323,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P006-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-06,SAMN36971845,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P006-2023, complete genome"
OR459780,Monkeypox virus,SRR25627322,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P007-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197191,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-10,SAMN36971846,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P007-2023, complete genome"
OR459782,Monkeypox virus,SRR25627320,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P009-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-12,SAMN36971848,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P009-2023, complete genome"
OR459783,Monkeypox virus,SRR25627319,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P010-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-13,SAMN36971849,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P010-2023, complete genome"
OR459784,Monkeypox virus,SRR25627318,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P011-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-14,SAMN36971850,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P011-2023, complete genome"
OR459785,Monkeypox virus,SRR25627345,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P012-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-15,SAMN36971851,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P012-2023, complete genome"
OR459786,Monkeypox virus,SRR25627344,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P013-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-15,SAMN36971852,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P013-2023, complete genome"
OR459788,Monkeypox virus,SRR25627342,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P015-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-18,SAMN36971854,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P015-2023, complete genome"
OR459789,Monkeypox virus,SRR25627341,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P016-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197191,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-18,SAMN36971855,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P016-2023, complete genome"
OR459791,Monkeypox virus,SRR25627339,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P018-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197191,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-18,SAMN36971857,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P018-2023, complete genome"
OR459792,Monkeypox virus,SRR25627338,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P019-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-19,SAMN36971858,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P019-2023, complete genome"
OR459793,Monkeypox virus,SRR25627337,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P020-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-19,SAMN36971859,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P020-2023, complete genome"
OR459794,Monkeypox virus,SRR25627336,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P021-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-21,SAMN36971860,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P021-2023, complete genome"
OR459795,Monkeypox virus,SRR25627334,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P022-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-21,SAMN36971861,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P022-2023, complete genome"
OR459796,Monkeypox virus,SRR25627333,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P024-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197192,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,feces,2023-04-21,SAMN36971862,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P024-2023, complete genome"
OR459797,Monkeypox virus,SRR25627332,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P026-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197202,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,oronasopharynx,2023-04-22,SAMN36971863,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P026-2023, complete genome"
OR459798,Monkeypox virus,SRR25627331,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P027-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-22,SAMN36971864,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P027-2023, complete genome"
OR459799,Monkeypox virus,SRR25627330,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P028-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-22,SAMN36971865,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P028-2023, complete genome"
OR459800,Monkeypox virus,SRR25627329,"Chung,Y.-S., Yi,H., Choi,M.-M., Kim,J.-W., Lee,M., Lee,S., Sim,G., Lee,J.H., Shin,H., Choi,C.","Korea Disease Control and Prevention Agency, Division of High-risk Pathogens",,2023-08-26,MPXV-ROK-P029-2023,Monkeypox virus,Orthopoxvirus,Poxviridae,dsDNA,197193,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,"skin, lesion",2023-04-23,SAMN36971866,PRJNA935252,"Monkeypox virus isolate MPXV-ROK-P029-2023, complete genome"
